text,author
"Соловьеву, Сухинову, Мозалевскому и Быстрицкому в Могилеве не читали конфирмированных сентенций: они 18 июня были отправлены в город Острог, где квартировал новосформированный Черниговский полк.",Unknown
В Черниговском полку сами обстоятельства помогали офицерам действовать на солдат в сем смысле.,Unknown
"Когда Сухинов услышал слова «сослать в вечно-каторжную работу в Сибирь», то громко сказал:  — И в Сибири есть солнце...  Но князь Горчаков не дал ему докончить, закричав с бешенством, чтобы он молчал и грозя, что будет за это непременно во второй раз отдан под суд.",Unknown
"С двумя последними сообщниками Голикова и Бочарова почти то же самое случилось, что и с Михаилом Васильевым.",Unknown
"6-го января Борисов 2-й узнал о восстании С. Муравьева, а 7-го получил, чрез еврея из-под.",Unknown
"Несчастие соединило черниговских офицеров еще теснейшими узами дружбы, нежели совместная служба.",Unknown
"На сем совещании были: Иванов, Веденяпин 1-й, Веденяпин 2-й, Киреев, Андреев, Нащокин и некоторые другие.",Unknown
"— Бог знает,— отвечали другие, — это ни на что не похоже; сегодня присягай одному, завтра другому, а там, может быть, и третьему.",Unknown
— спросил один из них.,Unknown
Всех подсудимых было 22 человека.,Unknown
"Посему Сухинов, пробыв в Александрии несколько дней, написал себе паспорт отставного офицера и поехал в Кишинев с намерением пробраться оттуда в турецкие владения.",Unknown
"Горбачевский возражал, что сих политических тонкостей не нужно им толковать и рассказывать, но что на это есть другой язык, который они поймут, лишь бы только соображались с их понятиями.",Unknown
"— Я с вами не согласен,— отвечал Горбачевский,— вы знаете, что.",Unknown
"При свидании с товарищами, рассказывая им свои приключения, он чистосердечно признавался, что в эти тягостные минуты он дорого бы заплатил за вечный, беспробудный сон.",Unknown
"Теперь возвратимся к С. Муравьеву, которого мы оставили в Житомире.",Unknown
"Сила обстоятельств заставила, может быть, начать его ранее, нежели следовало, и надолго удалило Россию от того благоденствия, которое ей обещало сие благородное усилие людей истинно благомыслящих.",Unknown
"К сему должно прибавить взвод мушкетеров 1-й роты, которые в числе 70 человек соединились в Мотовиловке с полком, и 60 музыкантов, ставших в роты своих товарищей по собственному желанию.",Unknown
"Вьюги, метели и жестокие морозы встречали и провожали их на пути.",Unknown
"Но Спиридов, Горбачевский и Пестов все еще не знали, зачем их к себе звал С. Муравьев.",Unknown
"Спиридов согласился, а между тем, пока приготовляли лошадей, он написал в Саратовский полк, к Шимкову, следующее:  «Уведомьте членов, что восстание начнется немедленно, приготовьте к сему солдат, но не начинайте действовать до вторичного моего уведомления: может быть, я сам прибуду к вам».",Unknown
"С. Муравьев, желая, вероятно, приготовить славян к мысли Южного общества, т. е. к истреблению всей царской фамилии, сказал однажды Борисову 2-му и Горбачевскому, что невозможно полагаться на слова государя и в доказательство привел поступок испанского короля с конетитуционистами.",Unknown
"Но сие справедливое негодование прошло после нескольких слов, сказанных Бестужевым: они успокоили славян, которые снова предались излиянию своих чувств.",Unknown
"Вместо того, чтобы по предложению Сухинова идти из Ковалевки в Трилесы которою-нибудь из дорог, лежащих чрез деревни, он пошел степью, не защищенною ничем и весьма удобную как для кавалерийской атаки, так и для действия артиллерии.",Unknown
"— Завтра он будет мертвым, повторяю вам!",Unknown
"Но когда Соловьев, Мозалевский и Сухинов представили страшную картину их жизни и прострадал подобно тем, которых ока видела перед своими глазами; она рассказала им об участи их товарищей, сосланных в Сибирь и содержащихся в Чите, также и других знакомых нашим странникам; она простилась с ними и просила их принять на дорогу 300 руб.",Unknown
"— Я сам еду в 8-ю бригаду, — сказал он,— дайте мне, Артамон Захарович, верховую лошадь; 20 верст недалекий пуль.",Unknown
"Борисов 2-й, не зная помянутой меры Южного общества, выразил откровенно мысли своего Общества следующими словами:  — Народ должен делать условия с похитителями власти не иначе как с оружием в руках, купить свободу кровью и кровью утвердить ее; безрассудно требовать, чтобы человек, родившийся на престоле и вкусивший сладость властолюбия с самой колыбели, добровольно отказался от того, что он привык почитать своим правом; что хотя некоторые и приводят в пример Траяна, который хотел в Римской империи ввести демократическое правление, но Траян может быть исключением очень редким, как в физической, так и в нравственной природе человека, и не может служить правилом и руководством.",Unknown
"от высшего начальства и не лишило бы его полка, вступил с ними в переговоры, обещал забыть нарушение военной дисциплины, простить их всех и сменить немедленно ротного командира.",Unknown
"Борисов 1-й сейчас предложил всем членам собраться и положить, что должно делать в сих затруднительных обстоятельствах?",Unknown
"Славяне думали во время восстания послать Киреева из Житомира в парочную роту для окончательного действия на солдат, которые могли быть полезны 8-й бригаде.",Unknown
"Но, по произведенному самим правительством следствию, сии обвинения оказались ложными, к стыду самих кле- ветников.",Unknown
"Один из них, пойманный самим Сухиновым, хотел было сопротивляться, но Сухинов ударом сабли сшиб его с лошади и начал расспрашивать.",Unknown
"Нет сомнения, что лекарь сообразил все сии обстоятельства, но, вероятно, не зная приговора правительства и не решаясь из сострадания предать бедного Сухинова позорному наказанию кнутом, он не старался возвратить к жизни несчастного страдальца, но приказал тело его положить на телегу и отвезти в лазарет шагом, как можно тише, как будто бы для того, чтобы не произвести в нем ни малейшего сотрясения, могущего возбудить кругообращение остановившейся крови.",Unknown
"Беспечность некоторых находила в них благовидный предлог к извинению; другие оправдывали ими свою нерешимость или, лучше сказать, трусость, и, краснея, смотрели в глаза тем, которые требовали точного соблюдения обязательств.",Unknown
"Солдаты поколебались, в рядах раздался гул, и если б хотя один из них выбежал вперед, без сомнения, он увлек бы многих.",Unknown
"Скажите, можно ли с русским говорить языком духовных, на которых он смотрит с весьма худой стороны?",Unknown
"Мы полагаем, что такого рода отступление не только не лишнее в нашем повествовании, но даже необходимо: оно дает понять о расположении умов и о ходе дела.",Unknown
"Конечно, гусары не стали бы оспаривать поле сражения, ибо, по-видимому, они были посланы только для наблюдения за движением Черниговского полка, в ожидании войск, шедших против оного.",Unknown
"[-й гренадерской и 1-й мушкетерской рот не было на площади, потому что по приезде в Васильков С. Муравьев тотчас послал приказание в сии роты собраться им в деревню Мотовиловку и там ожидать его прихода.",Unknown
"Тут сообщил он Кирееву и Ивану, в каком положении находятся дела Общества.",Unknown
"Услышав таковой совет, Сухинов не мог удержаться от смеха.",Unknown
"Сведав об угрожающей им опасности, сии отчаянные разбойники бросились в казарму и предложили Козакову распить штоф вина вместе с другими товарищами на свободе, в маленьком леску, недалеко от завода.",Unknown
"Не взирая на положительность отказа и на решительный тон, которым он был произнесен, Гебель требовал повиновения еще с большею настойчивостью.",Unknown
Полонного (?),Unknown
"Сухинов скрыл это от часовых и на другой день, усилив прием, проглотил вторично; и тут яд не имел надлежащего действия.",Unknown
Во все это время с них не снимали желез.,Unknown
"3-я мушкетерская рота, за которой был отправлен поручик Быстрицкий майором Трухиным, не успела еще прийти.",Unknown
"При сих словах он сжег на свечке записки, писанные Сергеем Муравьевым к славянам.",Unknown
"С. Муравьев в деревне Ковалевке позвал тотчас к себе фельдфебеля и унтер-офицеров 2-й гренадерской роты, чтобы узнать их мнение относительно замышляемого возмущения.",Unknown
"Но слова и убеждения его не действовали; солдаты остались так же верны, как и их фельдфебель, все до одного пришли под командою Шутова в Васильков и явились к своему ротному командиру.",Unknown
Удивление и горесть поразили сердца пленников.,Unknown
"Услышав от Соловьева, что Муравьев идет на Житомир и соединится на пути к сему городу с другими полками, Кучков возразил с радостью, которая выражала некоторое нетерпение:  — Что нам медлить, зачем еще дневка, лучше бы без отдыха идти до Житомира.",Unknown
Просьбы и ласковые слова были в сем случае бесполезны.,Unknown
По получении известия генерал Рот тотчас поехал в Бердичев и Наволочь за гусарскими полками и артиллерией.,Unknown
Генерал присутствовал сам и распоряжался экзекуциею.,Unknown
Надежда получить от него благоприятные известия о готовности других членов заблистала на всех лицах.,Unknown
"Между тем извозчик с усилием пробирался сквозь толпу народа, и едва Мозалевский успел проглотить изорванное письмо, как обе повозки были окружены взводом жандармов, при которых находились начальник штаба 4-го корпуса генерал Красовский, старший адъютант Малецкий и киевский полицмейстер полковник Дуров.",Unknown
"С. Муравьев, отдавая ему сей лист, повторил сие мнение.",Unknown
"Не ожидая ответа от Артамона, С. Муравьев вслед за сим написал две записки: одну--к Горбачевскому, другую — к Слиридову м Тютчеву, в коих уведомлял их о начале восстания и приглашал к содействию, назначив Житомир сборным пунктом.",Unknown
"Без сомнения, те даже, которые говорили утвердительно о истреблении, никогда не думали о сем.",Unknown
"Как он, так и его жена осыпали Сухинова ласками, стараясь помочь ему во всем, чем только могли.",Unknown
"Последний способствовал взаимным сношениям между членами, равно отношениям их с президентом; кроме того ему вверялась общественная сумма, из коей по согласию президента выделялись деньги, назначаемые для всякого предприятия, признанного полезным Обществу.",Unknown
Трилесы.,Unknown
"Трубецкого, ген.",Unknown
"В марте месяце 1825 года многие из славян собрались в местечке Черникове (в 25 верстах от Житомира) и, рассмотрев помянутое предложение, приняли его единогласно; каждый чувствовал необходимость лучшего и правильнейшего устройства.",Unknown
"Видя упорство своего товарища, Соловьев и Мозалевский запретили Голикову и другим ссыльным ходить в свой дом без надобности.",Unknown
Днем они подвергались всем переменам осенней погоды и не имели средств защитить себя от холода и дождя; ночью — смрадная и тесная тюрьма вместо отдыха была для них новым истязанием.,Unknown
"Между тем, члены Общества, находившиеся в Киеве, по приезде к ним Андреевича и Борисова 1-го намеревались там произвести восстание, надеясь на содействие пехотной дивизии.",Unknown
"«Свобода или смерть», — часто говаривал он с душевным движением, и смертию своею доказал, что чувствовал и говорил одно.",Unknown
Ему повиновались немедленно: их схватили и тут же перед полком связали.,Unknown
Нечаянность сего поступка навела на всех какую-то неподвижность и оцепенение.,Unknown
"Ненависть, злоба и мщение наполняли их сердца; разврат погасил в их сердцах чувствование своего достоинства; однако ж, при всем своем унижении, они отличались от всех других ссыльных каким-то особенным над ними влиянием — и видимо брали везде над своими товарищами поверхность.",Unknown
Между тем священник приступил к совершению молебна.,Unknown
"С. Муравьев, брат его Матвей, Соловьев, Кузьмин, Быстрицкий, Бестужев-Рюмин и солдаты, разжалованные из офицеров — Грохольский и Ракуза — были все вместе помещены в корчме, в одной большой комнате, а за перегородкою находились караульные.",Unknown
"от его брата, в коей было сказано, что Ахтырский полк собирается в штаб-квартиру м. Любар; что артиллерия второй армии и Литовский корпус, квартирующие в Полонном (?",Unknown
За значительную же вину наказывался немедленно смертию.,Unknown
Желание его было немедленно исполнено и он отправился в Киев.,Unknown
"На другой день (30 декабря), рано по утру, С. Муравьев, с 1-й гренадерской ротою и большею частию 5-й мушкетерской, выступил из Ковалевки, намереваясь в один переход сделать 35 верст и придти в Васильков.",Unknown
"Не медля ни мало, он приказал схватить заговорщиков и заковать их в кандалы.",Unknown
Таким образом кончил жизнь один из злополучных и отважнейших сподвижников С. Муравьева.,Unknown
"Спиридов, Пестов и Бестужев-Рюмин перешли к рассуждениям о принятии членов, а по несогласию мнений относительно сего предмета между ними произошел довольно жаркий спор.",Unknown
"Швейковский ему и в этом решительно отказал, говоря:  — Не ожидайте от меня ничего.",Unknown
"Получив от славян согласие на соединение с Южным обществом, Бестужев-Рюмин предложил им избрать из среды своей посредника и составить особенную управу.",Unknown
Гренадеры единодушно изъявили свое согласие и отвечали положительно.,Unknown
"Они были проникнуты обширностью своего плана и для приведения его в исполнение считали необходимым содействие всех сословий; в народе искали они помощи, без которой всякое изменение непрочно; собственным уже своим положением убеждались, что частная воля, частное желание — ничтожны без сего всемощного двигателя в политическом мире.",Unknown
"Это заблуждение погубило Сухинова и внушило ему недоверчивость к советам его товарищей, которые употребляли все средства, могущие отвратить его от обманчивых надежд и разрушить ложное мнение о качестве ссыльных.",Unknown
"Желая успокоить справедливое опасение священника на счет его семейства, он дал ему 200 руб.",Unknown
Я должен объявить вам о намерениях и цели Южного общества и предложить присоединение к оному Славянского.,Unknown
"Тут же находился один негодяй, по прозванию Козаков; большая часть дурных его качеств, кажется, не была известна его соумышленникам, ибо они слепо вверили ему свои предприятия и наименовали ему Сухинова в тот же самый день, как он, со своими товарищами, перешел в купленный ими дом.",Unknown
"В случае же его отказа взять с него честное слово, что существование Славянского общества останется тайною для других членов Южного общества, и уверить его, что все славяне готовы принять участие в перевороте, когда он начнется, и будут способствовать оному всеми своими силами.",Unknown
"13 сентября в день, назначенный для последнего совещания, все члены Славянского общества поспешили собраться на квартиру Андреевича 2-го.",Unknown
"Жандарм не хотел ничего слушать и показывал вид, что он намерен защищаться, вынимая пистолеты.",Unknown
"— Наше общество открыто правительством, — сказал Андреевич, — имы решились поднять знамя мятежа.— Потом, в коротких словах рассказав Швейковскому о всем случившемся в Василькове, просил принять участие в общей опасности и, взбунтовав свой полк, идти на Киев или Житомир.",Unknown
"Краткое описание сих проистнествий Лещинского лагеря доказывает, сколь сильное влияние имело соединение двух Обществ на направление действий и будущую судьбу оных.",Unknown
"Таким образом, не имея возможности уведомить о начале восстания, они доставили случай многим членам искренно или только наружно сомневаться в необходимости местных возмущений, направленных к одной цели.",Unknown
"Потом сказал ему, что он должен ехать в Киев с письмами к тамошним членам тайного общества:  — Вы должны, — говорил он,— спешить в сей город; постарайтесь как можно скорее кончить порученное вам дело и немедленно возвратиться ко мне.",Unknown
"Он восторжествовал над холодным скептицизмом Борисова 2-го, ожидавшего успеха от одних усилий ума и приписывавшего все постоянной воле людей.",Unknown
"Получив приказание от майора Трухина принять означенную роту, он немедленно отправился в деревню Германовку, где, собрав оную, выступил с нею в Васильков.",Unknown
"Когда Горбачевский отмечал Борисова 2-го, Бестужев-Рюмин объявил неудовольствие и не хотел, чтобы он был назначен; Пестов и Горбачевский почли сие устранение оскорбительным и спросили причину оного.",Unknown
"— Г. полковник,— сказал Андреевич, приняв важный вид‚— я друг Бестужева-Рюмина; вероятно, вы догадываетесь, о чем дело идет, но наперед позвольте вас спросить, был ли он у вас, и, если был, то куда он поехал?",Unknown
"Я знаю лично С. И. Муравьева, уважаю его и жалею от искреннего сердца, что такой человек должен погибнуть вместе с теми, которые участвовали в его бесполезном предприятии.",Unknown
"Ослабленный истечением крови, с разбитою головою, покрытый ранами, он снова собрал силы, поднялся на ноги и, шатаясь, вышел за ворота, сделал там несколько шагов и упал без чувств посреди улицы.",Unknown
"Едва Мозалевский вышел от Крупенникова, как уже во всех частях города били тревогу.",Unknown
"Впоследствии он несколько раз говорил, что на новый год он имел счастливейшие минуты в жизни, которые одна смерть может изгнать из его памяти.",Unknown
"По окончании чтения он объявил собранию о полученных им от Борисова 2-го бумагах, которые он взялся доставить Верховной думе, восхищался намерением и целью Славянского общества, но постепенное стремление и отдаленность цели ему не нравились.",Unknown
"Чтобы не задерживать вас,— продолжал Крупенников,— я не стану отвечать письменно, но скажите С. Муравьеву, что из Киева идут против него три батальона.",Unknown
"Ему была отведена особенная комната в доме генерал-губернатора, дано новое белье, предложен обед и ужин.",Unknown
"16 сентября, все полки и артиллерийские роты, бывшие в лагере, выступили на кантонир- квартиры.",Unknown
"От него он не мог уже уехать, а пошел пешком, потому что должен был отыскать квартиру подполковника Крупенникова, которую нашел, шедши с Печерска на Подол.",Unknown
"Командир Черниговского полка, увидя еще двух новоприезжих и, может быть, подозревая их в каком-нибудь замысле, начал также им делать выговоры и упреки за отлучку от своих мест и требовал, чтобы они немедленно отправились в свои роты.",Unknown
"Происшествие сие еще более привязало солдат Черниговского полка к их офицерам и особенно к Муравьеву; в его чувствительности они видели доказательство его человеколюбия и участия к бедственному жребию русского солдата, неогражденного никакими законами от самовластия последнего офицера; они чувствовали, что он для их собственного добра желает перемены их положения.",Unknown
В тот же день прибыл в Мотовиловку со 2-ю мушкетерскою ротою подпоручик Быстрицкий.,Unknown
"На другой день поутру С. Муравьев объявил славянам, что он поедет в Житомир и скоро возвратится.",Unknown
"Последствия покажут, до какой степени можно было считать на сии мгновенные порывы и взаимные уверения некоторых лиц, имевших случай делом доказать прочность своих мнений и оправдать надежды общества.",Unknown
Приезд 17-го егерского полка подпоручика Вадковского усилил еще более их надежды.,Unknown
"С сим письмом к Головинскому двое поляков отправились в Овруч, взяв на себя обязанность действовать там на шляхту; третий поехал в Заслав с тем, чтобы узнать расположение тамошних полков, действовать на них и — при первом известии о начале восстания — поднять оружие.",Unknown
"Сухинов поймал жандармского поручика недалеко от дома, но из человеколюбия не решившись вести ненавистного жандарма к своим товарищам, он оставил его в доме священника и посадил в погреб, намереваясь его взять оттуда, когда умы успокоются и когда можно будет содержать его под арестом, не подвергая опасности его жизнь.",Unknown
"Славяне видели в нем не только решительного республиканца, но и ужасного террориста.",Unknown
"Должно пола- тать, что С. Муравьев в это время не думал о возмущения 30, ибо по приезде к Артамону Муравьеву он не делал никаких предложений, но старался узнать о готовности нижних чинов и, даже рассказывая о 14 декабря, он не одобрял сие дело.",Unknown
Для сего спросил их: хотят ли они следовать за товарищами и намерены ли действовать с ними заодно?,Unknown
"Зинькевич, увидя его, тотчас догадался, что он участвовал в возмущении и ищет убежища.",Unknown
"Спиридов, однако, не мог воспользоваться предложением.",Unknown
Прощай.,Unknown
"Кончив свое дело, они помчались по житомирской дороге.",Unknown
Почти вслед за ним пришел Кузьмин с частию своей роты.,Unknown
"Артамон Муравьев отвечал, что он не может ничего сделать, приводя те же причины, которые он представлял лично С. Муравьеву.",Unknown
Лошади были отысканы и наняты.,Unknown
"Бочаров был только ранен; унтер-офицер подошел к нему, вонзил штык в грудь и сим кончил мучения бедного страдальца.",Unknown
"В 1825 году 3-й пехотный корпус (кроме 7-й дивизии) для смотра, назначенного покойным государем, был собран под местечком Лещиным, находящимся от Житомира в 15-ти верстах, влево от дороги из Житомира в Бердичев.",Unknown
"Тут же вручил он Мозалевскому большой пакет, заключающий в себе несколько списков Политического катехизиса, приказав выбрать из своего полка надежных и расторопных двух рядовых и одного унтер-офицера, одеть их в простое платье или, по крайней мере, срезать с шинелей погоны, взять их с собою в Киев и по приезде туда поручить им пустить в народ сии катехизисы, снабдив для сего необходимыми наставлениями.",Unknown
Столь счастливое начало оживило новою надеждою сердца черниговских офицеров.,Unknown
"Полковник, боясь, чтобы сие происшествие не навлекло ему неприятность.",Unknown
"Как скоро Муравьев увидел солдат помянутых рот, подошел к ним и начал говорить о цели восстания и дальнейших своих намерениях.",Unknown
Их требование в тот же день было исполнено.,Unknown
Все офицеры были поражены поступком Троцкого и Трусова.,Unknown
"Они старались удержать своего товарища от сношений с ссыльными и употребили все, что могли для отвращения от предприятия, в коем начали его подозревать.",Unknown
"Видя, что его слова произвели сильное впечатление на умы славян, он присовокупил, что многочисленное польское общество, коего члены рассеяны не только в Царстве польском и присоединенных к России губерниях, но в Галиции и воеводстве Познанском, готовы разделить с русскими опасность переворота и содействовать оному всеми своими силами и способами; — что оно уже соединилось с Южным обществом, и что для сношения сих двух Обществ назначены с польской стороны князь Яблоновский, граф Мошинский и полковник Крыжановский, а с русской — Сергей Муравьев и он, Бестужев-Рюмин.",Unknown
"Спрашивается, что заставляло его после столь смелого начала ограничиться движениями около Василькова, делать небольшие переходы и дневать в Мотовиловке, между тем как солдаты, так и офицеры только того и желали, чтобы действовать наступательно.",Unknown
"Будучи прежде всех окружен гусарами, он сдался без сопротивления.",Unknown
"По прошествии нескольких недель голодная собака, вырыв из земли руку убитого человека, принесла в завод.",Unknown
"Сие время казалось им вечностью; однообразие, порождающее нестерпимую скуку, было уже адским мучением; но, присоединив к сему бедность и крайнюю нищету, железа, обременяющие руки и ноги, сообщество людей, оподленных преступлениями и развратом, — и вы будете иметь понятие о бедствиях, испытанных нашими изгнанниками.",Unknown
Эта нечаянность спасла ему жизнь.,Unknown
"С. Муравьев должен был употребить всю деятельность и расторопность, чтобы непременно в первом деле иметь хоть малый успех над неприятелем: это придало бы более нравственной силы его подчиненным и, может быть, слухи о его успехе привлекли бы к нему людей нерешительных, но готовых действовать.",Unknown
Андреевич терял терпение.,Unknown
"Борисов хотел продолжать, но был прерван другими вопросами, сделанными Бестужеву, о предметах вовсе незначительных.",Unknown
"Щепилле дано было такое же повеление, и, взявши солдат, они отправились вместе с Мозалевским отыскивать Павлова, который, как известно было, скрывался в городе.",Unknown
"Кроме сего, к С. Муравьеву могли присоединиться множество членов тайного общества, рассеянных в разных полках, которые при малейшем успехе, лично или со своей частию войск пристали бы к нему и тем увеличили его силу.",Unknown
Медленность и какая-то неопределенность в движениях поражают при первом взгляде.,Unknown
— Освободить его и начать действовать.,Unknown
"Он говорил снова об успехах, о счастье пожертвовать собою для блага своих сограждан, и после сего каждый хотел произнести немедленно требуемую клятву.",Unknown
"Когда с места сражения отправили их в Трилесы, Кузьмин сел в одни сани с Соловьевым.",Unknown
"Соловьеву прочли сентенцию, в коей, между прочим, сказано было: переломить шпагу перед полком; с имения взыскать деньги за растраченные казенные вещи во время бунта.",Unknown
"Сухинов и его товарищи жили в Горной конторе в доме, принадлежавшем одному солдату Семеновского полка, сосланному по известному делу полковника Шварца.",Unknown
"Бестужев-Рюмин требовал от славян, чтобы они умалчивали о существовании Южного общества даже перед теми, которые уже несколько лет были членами Славянского общества.",Unknown
"Часовые хотели стрелять, и потому гусары, не отваживаясь на Дальнейшие покушения, скрывались немедленно.",Unknown
"К сожалению, мы должны сознаться, что во многих случаях не можем одобрить поведения Бестужева и Муравьева.",Unknown
"Энтузиазм, — продолжал он в исступлении,— пигмея делает гигантом, он разрушает все и он создает новое.",Unknown
"Гебель тотчас удалился с ним в кабинет.— Тут начались вопросы, предположения, беспокойства; одни члены Славянского общества сейчас поняли, что ударил час общей для них гибели.",Unknown
"В вечернем приказе С. Муравьева было сказано, что все роты, находящиеся налицо, должны собраться на площадь на другой день (31 декабря) в 9 часов утра.",Unknown
